method_key,algorithm,m,iter,time,rel_res,residual,step_type,AA_steps,AA_percent,eta,cs,effective_m,bu_norm
picard,Picard,10,29,478.751402625,0.003513091459731428,0.34186557563322084,Picard,0,0.0,0.0,,0,5.199969395772751e-13
picard,Picard,10,30,494.8474575,0.004599121310315485,0.4475491948274571,Picard,0,0.0,0.0,,0,2.700627075463471e-13
picard,Picard,10,31,510.45339691699996,0.003792616327550536,0.3690666692956343,Picard,0,0.0,0.0,,0,4.455370857523704e-13
picard,Picard,10,32,526.090842167,0.0035636014525565977,0.3467807985843838,Picard,0,0.0,0.0,,0,1.2457077205442722e-13
picard,Picard,10,33,541.734383375,0.004303007611535054,0.41873381064323956,Picard,0,0.0,0.0,,0,8.411297891522889e-14
picard,Picard,10,34,557.232961958,0.0034728820190839953,0.3379527188999449,Picard,0,0.0,0.0,,0,3.3211451012655757e-13
picard,Picard,10,35,572.85276025,0.0038615337581754815,0.37577315484029494,Picard,0,0.0,0.0,,0,4.200535392433433e-13
picard,Picard,10,36,588.548621417,0.004121362768015196,0.401057607304238,Picard,0,0.0,0.0,,0,5.4857791496513e-13
picard,Picard,10,37,604.078978667,0.003681101417329519,0.35821494243017166,Picard,0,0.0,0.0,,0,1.928033832368201e-13
picard,Picard,10,38,619.600852708,0.004249365925109709,0.4135138366636441,Picard,0,0.0,0.0,,0,2.2669284188795125e-13
picard,Picard,10,39,635.660788542,0.00416245735948993,0.4050565997389513,Picard,0,0.0,0.0,,0,5.768996007430491e-13
picard,Picard,10,40,651.370437708,0.00427145512831058,0.4156633788130883,Picard,0,0.0,0.0,,0,2.3757329118807265e-13
picard,Picard,10,41,666.855372167,0.0046830083332762415,0.45571239972017236,Picard,0,0.0,0.0,,0,3.636979455364813e-13
picard,Picard,10,42,682.541563083,0.0044783246028625,0.43579423871505063,Picard,0,0.0,0.0,,0,4.16227829068813e-13
picard,Picard,10,43,697.98916225,0.0050486106242406195,0.4912898502608186,Picard,0,0.0,0.0,,0,2.8100982781963064e-13
picard,Picard,10,44,713.531821792,0.005166171925606509,0.5027299628864981,Picard,0,0.0,0.0,,0,2.1581659999603213e-13
picard,Picard,10,45,729.29172025,0.00506895990560838,0.4932700773252866,Picard,0,0.0,0.0,,0,2.889696430106038e-12
picard,Picard,10,46,745.0039188750001,0.0058223404846029,0.5665829666312031,Picard,0,0.0,0.0,,0,4.149742686953927e-13
picard,Picard,10,47,760.5166685830001,0.005745280932249767,0.5590841558187867,Picard,0,0.0,0.0,,0,1.7877025563694863e-13
picard,Picard,10,48,775.92700025,0.005866059332324182,0.5708373304055524,Picard,0,0.0,0.0,,0,4.016110713238714e-13
picard,Picard,10,49,791.5870757920001,0.006444029387929316,0.6270806898577767,Picard,0,0.0,0.0,,0,1.572333449685926e-13
picard,Picard,10,50,807.420725292,0.006521054340133435,0.6345761336642398,Picard,0,0.0,0.0,,0,4.3442051022975845e-13
picard,Picard,10,51,822.880641,0.0067220794846352865,0.6541382707533581,Picard,0,0.0,0.0,,0,6.337968595967775e-13
picard,Picard,10,52,838.455179667,0.00690444345676594,0.6718844538578459,Picard,0,0.0,0.0,,0,1.4647955600527012e-13
picard,Picard,10,53,854.0759171670001,0.00749158679911762,0.729020483196409,Picard,0,0.0,0.0,,0,2.0165642781972595e-13
picard,Picard,10,54,869.828862625,0.007447483635891127,0.7247287209532411,Picard,0,0.0,0.0,,0,3.056843113663066e-13
picard,Picard,10,55,885.343327583,0.00733995966425007,0.7142653598706207,Picard,0,0.0,0.0,,0,1.8281842026988177e-13
picard,Picard,10,56,901.066445458,0.008362850301079788,0.8138047827344811,Picard,0,0.0,0.0,,0,3.9187829907330343e-13
picard,Picard,10,57,916.7866998330001,0.007948364244745244,0.7734703605126398,Picard,0,0.0,0.0,,0,1.5427911848823954e-13
picard,Picard,10,58,933.022725042,0.007862208839323129,0.7650864150315287,Picard,0,0.0,0.0,,0,4.775614344669106e-13
picard,Picard,10,59,948.948328875,0.008792271198101737,0.8555925425557315,Picard,0,0.0,0.0,,0,1.205705670762906e-13
picard,Picard,10,60,965.7044565,0.008381167233718356,0.8155872380995337,Picard,0,0.0,0.0,,0,1.740250947212941e-13
picard,Picard,10,61,981.168056083,0.008426438834166706,0.8199927031790838,Picard,0,0.0,0.0,,0,5.102067175588359e-13
picard,Picard,10,62,996.979863292,0.008794305355513503,0.8557904902614696,Picard,0,0.0,0.0,,0,2.0367268334164625e-13
picard,Picard,10,63,1012.8069032080001,0.009004530040285749,0.876247852016996,Picard,0,0.0,0.0,,0,5.692867194671952e-13
picard,Picard,10,64,1028.959169042,0.008885361097386139,0.8646512967525076,Picard,0,0.0,0.0,,0,1.2449662069185182e-10
picard,Picard,10,65,1044.9409087499998,0.008672466871966019,0.8439341569465881,Picard,0,0.0,0.0,,0,1.5069414811433942e-13
picard,Picard,10,66,1060.723241667,0.009702681657386213,0.9441863065648205,Picard,0,0.0,0.0,,0,1.1459785640041107e-13
picard,Picard,10,67,1076.272518,0.009085773421310193,0.8841537991119328,Picard,0,0.0,0.0,,0,3.355348891303485e-12
picard,Picard,10,68,1091.8858894999998,0.008729800192695458,0.8495133708437499,Picard,0,0.0,0.0,,0,1.5143005768585584e-12
picard,Picard,10,69,1107.4038088749999,0.00998994669173148,0.9721406104739052,Picard,0,0.0,0.0,,0,4.746989344709296e-13
picard,Picard,10,70,1123.20676325,0.009113814847690756,0.8868825633587651,Picard,0,0.0,0.0,,0,9.042649261223516e-13
picard,Picard,10,71,1138.629550125,0.008995902286559903,0.8754082689808819,Picard,0,0.0,0.0,,0,1.3884331084593095e-13
picard,Picard,10,72,1154.0378537919999,0.009739219211872718,0.9477418451096992,Picard,0,0.0,0.0,,0,1.635000500333944e-13
picard,Picard,10,73,1169.5079718749998,0.0093307522247606,0.9079931499001168,Picard,0,0.0,0.0,,0,9.267313386926834e-13
picard,Picard,10,74,1185.294565083,0.009312902696446395,0.9062561785340528,Picard,0,0.0,0.0,,0,6.865715730801712e-13
picard,Picard,10,75,1201.168258875,0.009270850432221348,0.9021639931523847,Picard,0,0.0,0.0,,0,1.3211364566003583e-13
picard,Picard,10,76,1216.6102182079999,0.00989020397974442,0.9624344584879612,Picard,0,0.0,0.0,,0,2.6434576732611653e-13
picard,Picard,10,77,1232.935260042,0.009471308904458317,0.921670986291438,Picard,0,0.0,0.0,,0,3.963768601663101e-13
picard,Picard,10,78,1248.627973792,0.008976812906665944,0.8735506453121749,Picard,0,0.0,0.0,,0,9.953811896504138e-14
picard,Picard,10,79,1264.424377958,0.010326760439316669,1.0049165933992672,Picard,0,0.0,0.0,,0,2.879670180179887e-12
picard,Picard,10,80,1279.999940583,0.009383871004933611,0.9131622388831202,Picard,0,0.0,0.0,,0,1.8366607588881273e-13
picard,Picard,10,81,1295.6925140829999,0.00903649108286439,0.8793580415307698,Picard,0,0.0,0.0,,0,1.3960058668319978e-12
picard,Picard,10,82,1311.235191667,0.010192127406746356,0.9918151983156291,Picard,0,0.0,0.0,,0,1.113469222408084e-12
picard,Picard,10,83,1327.209391417,0.009327284704951424,0.9076557189880066,Picard,0,0.0,0.0,,0,7.820189999758321e-13
picard,Picard,10,84,1342.809770292,0.009300986784359207,0.9050966185876139,Picard,0,0.0,0.0,,0,2.530912524747963e-13
picard,Picard,10,85,1359.122054708,0.009661426463662666,0.9401716856214652,Picard,0,0.0,0.0,,0,1.8657207731847234e-13
picard,Picard,10,86,1374.686583,0.009674540570315906,0.9414478441477417,Picard,0,0.0,0.0,,0,3.1233380532857024e-13
picard,Picard,10,87,1390.3552155829998,0.009534932913646267,0.927862358982542,Picard,0,0.0,0.0,,0,5.621006545942441e-13
picard,Picard,10,88,1405.9727975829999,0.009145242356365194,0.8899408336790392,Picard,0,0.0,0.0,,0,7.904344554928059e-13
picard,Picard,10,89,1421.66814325,0.010238588113616331,0.9963363775904907,Picard,0,0.0,0.0,,0,2.4906735279809675e-13
picard,Picard,10,90,1437.811837708,0.009524013145404952,0.9267997356781421,Picard,0,0.0,0.0,,0,7.820167741385287e-13
picard,Picard,10,91,1453.968558625,0.008984425548853238,0.8742914459241943,Picard,0,0.0,0.0,,0,1.1656305833911533e-13
picard,Picard,10,92,1469.7248009579998,0.010387889535447675,1.010865181381193,Picard,0,0.0,0.0,,0,2.9547058339865565e-13
picard,Picard,10,93,1485.555461125,0.00935812792695814,0.9106571312673541,Picard,0,0.0,0.0,,0,1.5800562839156423e-13
picard,Picard,10,94,1501.4526342079998,0.00916383835277204,0.8917504452672856,Picard,0,0.0,0.0,,0,4.4420621731484443e-13
picard,Picard,10,95,1517.4513364579998,0.00998548149413796,0.9717060936493014,Picard,0,0.0,0.0,,0,1.8403181631415943e-13
picard,Picard,10,96,1533.8037898329999,0.009453236177955444,0.9199122950874126,Picard,0,0.0,0.0,,0,2.0413787457422073e-13
picard,Picard,10,97,1549.2882673749998,0.009448944284970088,0.9194946428620683,Picard,0,0.0,0.0,,0,1.024763951827794e-12
picard,Picard,10,98,1564.7702109999998,0.00938685689930678,0.9134528019129656,Picard,0,0.0,0.0,,0,1.2666143689668623e-13
picard,Picard,10,99,1580.49625225,0.009973323569470309,0.9705229830008443,Picard,0,0.0,0.0,,0,2.2788309375177074e-13
picard,Picard,10,100,1596.1526422079999,0.009577587441909157,0.9320131518170306,Picard,0,0.0,0.0,,0,1.1148378271832846e-13
aa_pure,AA_pure,10,0,15.535737375000053,1.0,97.31189169192768,initial,0,0.0,0.0,,0,8.710311982369664e-14
aa_pure,AA_pure,10,1,31.1169937090001,0.5250532780544825,51.093927726529394,AA,1,100.0,0.0,,1,1.339051212908009e-13
aa_pure,AA_pure,10,2,46.77738391699995,0.3136898481993917,30.525752532836442,AA,2,100.0,0.0,,2,8.662297547845755e-14
aa_pure,AA_pure,10,3,62.21083741699999,0.27688440734690706,26.944145458925803,AA,3,100.0,0.0,,3,9.737602329668903e-14
aa_pure,AA_pure,10,4,77.71215270900007,0.24068637537237636,23.42164649195934,AA,4,100.0,0.0,,4,6.978446585468303e-14
aa_pure,AA_pure,10,5,93.20301983400009,0.12093129551531899,11.768053131351222,AA,5,100.0,0.0,,5,2.816948532794412e-13
aa_pure,AA_pure,10,6,108.97798629199997,0.09668412267045239,9.408514873636113,AA,6,100.0,0.0,,6,1.0565931763897399e-13
aa_pure,AA_pure,10,7,124.90451229199994,0.09383200287265175,9.130969700780135,AA,7,100.0,0.0,,7,1.4256516553142939e-13
aa_pure,AA_pure,10,8,140.44012041700012,0.08955421810203042,8.714690372500053,AA,8,100.0,0.0,,8,9.804864190007714e-14
aa_pure,AA_pure,10,9,155.90522412500013,0.06973459413692762,6.786005271833235,AA,9,100.0,0.0,,9,2.4517382665617274e-13
aa_pure,AA_pure,10,10,175.88855283399994,0.0780081261772269,7.591118325648533,AA,10,100.0,0.0,,10,2.871279486537657e-13
aa_pure,AA_pure,10,11,197.33591154200008,0.043002220999266705,4.18462747239298,AA,11,100.0,0.0,,10,2.5940275679052054e-13
aa_pure,AA_pure,10,12,214.65782987500006,0.023453856468133766,2.2823391403850506,AA,12,100.0,0.0,,10,7.326217258663606e-13
aa_pure,AA_pure,10,13,231.363918625,0.032948598509500465,3.206290449557319,AA,13,100.0,0.0,,10,2.6256721206385526e-13
aa_pure,AA_pure,10,14,247.99220508400003,0.026131496462028902,2.542905353460948,AA,14,100.0,0.0,,10,1.961218875967841e-13
aa_pure,AA_pure,10,15,264.36143745899994,0.01672671110246874,1.6277078991656022,AA,15,100.0,0.0,,10,9.414409481767627e-13
aa_pure,AA_pure,10,16,280.4299464590001,0.006760728935720552,0.6578993219513198,AA,16,100.0,0.0,,10,5.114483573620944e-13
aa_pure,AA_pure,10,17,297.13402520900013,0.00940999678222064,0.9157045876928428,AA,17,100.0,0.0,,10,2.33042563612963e-13
aa_pure,AA_pure,10,18,316.4574977919999,0.004150866245083843,0.4039286464692775,AA,18,100.0,0.0,,10,2.7466115913798345e-13
aa_pure,AA_pure,10,19,332.7393958750001,0.004084109446335215,0.39743241609975116,AA,19,100.0,0.0,,10,2.3539762549801744e-13
aa_pure,AA_pure,10,20,348.62711412499993,0.0023392572047553663,0.22763754374871573,AA,20,100.0,0.0,,10,3.3515139656800764e-13
aa_pure,AA_pure,10,21,364.537604375,0.002064233271649583,0.20087444455763775,AA,21,100.0,0.0,,10,1.7082341284266936e-13
aa_pure,AA_pure,10,22,380.1230809169999,0.001661853432563895,0.161718101237516,AA,22,100.0,0.0,,10,1.1795344627963015e-13
aa_pure,AA_pure,10,23,395.66534079200005,0.001465428967970078,0.1426036650133176,AA,23,100.0,0.0,,10,1.5193035918269865e-12
aa_pure,AA_pure,10,24,411.4234167920001,0.0011094168685448235,0.10795945415303143,AA,24,100.0,0.0,,10,7.882306336468522e-13
aa_pure,AA_pure,10,25,427.28774487500004,0.0008655242430691682,0.08422580139828459,AA,25,100.0,0.0,,10,1.382686021490514e-12
aa_pure,AA_pure,10,26,442.9182037090002,0.0005768607119650316,0.056135407124069454,AA,26,100.0,0.0,,10,8.658444159799613e-13
aa_pure,AA_pure,10,27,458.49482554200017,0.0003669985483172297,0.03571332298494095,AA,27,100.0,0.0,,10,5.79756069101081e-13
aa_pure,AA_pure,10,28,474.47139808399993,0.00029291942709417664,0.028504543563850022,AA,28,100.0,0.0,,10,3.4317128528564434e-13
aa_pure,AA_pure,10,29,490.26159633400016,0.00015462724894852063,0.015047070102299179,AA,29,100.0,0.0,,10,4.726153697991686e-13
aa_pure,AA_pure,10,30,506.0478367500002,0.00016295146640008085,0.01585711544936546,AA,30,100.0,0.0,,10,1.0697150660063913e-12
aa_pure,AA_pure,10,31,521.5711185000002,0.00010535755586910769,0.010252543065660827,AA,31,100.0,0.0,,10,7.727660479317147e-13
aa_pure,AA_pure,10,32,537.6368096670001,4.139361953706286e-05,0.004028091421127523,AA,32,100.0,0.0,,10,1.4039941668492514e-12
aa_pure,AA_pure,10,33,553.761238584,2.0872456026212773e-05,0.0020311381801673407,AA,33,100.0,0.0,,10,3.246913651475008e-13
aa_pure,AA_pure,10,34,569.2900982499998,1.1188067398478094e-05,0.0010887320029226873,AA,34,100.0,0.0,,10,3.909054257739296e-13
aa_pure,AA_pure,10,35,585.0180318340001,7.003146231520773e-06,0.000681489407584481,AA,35,100.0,0.0,,10,3.291931078863902e-13
aa_pure,AA_pure,10,36,600.6480464170002,4.9327361495184316e-06,0.000480013885926794,AA,36,100.0,0.0,,10,2.0069922889353579e-13
aa_pure,AA_pure,10,37,616.5664870839998,2.5094619410105737e-06,0.00024420048860863557,AA,37,100.0,0.0,,10,2.847718631756486e-13
aa_pure,AA_pure,10,38,632.8182141250002,1.6123612262766363e-06,0.00015690192101969574,AA,38,100.0,0.0,,10,1.7532895242262402e-13
aa_pure,AA_pure,10,39,648.4832477090001,1.3469617676689022e-06,0.00013107539764856368,AA,39,100.0,0.0,,10,2.795205751053986e-13
aa_pure,AA_pure,10,40,664.292377042,1.3063063209790553e-06,0.00012711913922359435,AA,40,100.0,0.0,,10,2.3603922616894316e-13
aa_pure,AA_pure,10,41,680.0091949169998,9.066921540565004e-07,8.823192869346678e-05,AA,41,100.0,0.0,,10,2.890559188788316e-13
aa_pure,AA_pure,10,42,695.5990622920001,4.951556829397395e-07,4.818453618887442e-05,AA,42,100.0,0.0,,10,4.0027655303566815e-13
aa_pure,AA_pure,10,43,711.5439107089999,2.3646237829507005e-07,2.301060134586549e-05,AA,43,100.0,0.0,,10,3.0577737741713503e-13
aa_pure,AA_pure,10,44,727.1383315,1.3581146178499186e-07,1.3216070259743504e-05,AA,44,100.0,0.0,,10,4.113138938913063e-13
aa_pure,AA_pure,10,45,742.910128584,1.08578494972709e-07,1.0565978742856773e-05,AA,45,100.0,0.0,,10,3.0458187505244006e-13
aa_pure,AA_pure,10,46,758.5488035840001,7.771239050561558e-08,7.562339728003252e-06,AA,46,100.0,0.0,,10,2.5820511095014765e-13
aa_pure,AA_pure,10,47,774.2542255840001,7.301517433202878e-08,7.105244736465603e-06,AA,47,100.0,0.0,,10,6.689889015158508e-13
aa_pure,AA_pure,10,48,789.7687520840002,5.9152056836021794e-08,5.756198548181703e-06,AA,48,100.0,0.0,,10,2.6672735269360845e-13
aa_pure,AA_pure,10,49,805.282249917,4.153137043045626e-08,4.041496221145888e-06,AA,49,100.0,0.0,,10,4.576794915579941e-13
aa_pure,AA_pure,10,50,821.0665715000002,3.3299520391300614e-08,3.2404393217113825e-06,AA,50,100.0,0.0,,10,2.268420381071356e-13
aa_pure,AA_pure,10,51,836.9948461669999,1.7158072337863672e-08,1.66968447698445e-06,AA,51,100.0,0.0,,10,3.853290332779987e-13
aa_pure,AA_pure,10,52,852.9316564170001,1.1140236777428724e-08,1.0840775147075735e-06,AA,52,100.0,0.0,,10,3.2021235047111394e-13
aa_pure,AA_pure,10,53,868.5604322500001,5.511741683700273e-09,5.363580097581241e-07,AA,53,100.0,0.0,,10,1.890619380136291e-13
aa_pure,AA_pure,10,54,884.4403466249998,3.177054541177713e-09,3.0916518741043264e-07,AA,54,100.0,0.0,,10,2.4798035013091236e-13
aa_pure,AA_pure,10,55,901.0531467920002,1.309852978241861e-09,1.2746427115102088e-07,AA,55,100.0,0.0,,10,3.7311446475432305e-13
aa_pure,AA_pure,10,56,916.8685908750001,8.62275157054924e-10,8.39096266919687e-08,AA,56,100.0,0.0,,10,4.117660205332245e-13
aa_pure,AA_pure,10,57,932.5114001250001,5.114281735253749e-10,4.976804303030168e-08,AA,57,100.0,0.0,,10,1.8451449068208488e-13
aa_pure,AA_pure,10,58,948.1904738340002,3.0066438574566027e-10,2.925822014130166e-08,AA,58,100.0,0.0,,10,2.9417305282198976e-13
aa_pure,AA_pure,10,59,963.806708334,2.6884126714757183e-10,2.6161452270985103e-08,AA,59,100.0,0.0,,10,4.897114127128833e-13
aa_pure,AA_pure,10,60,979.3094397090001,2.8904915742547813e-10,2.8127920301031082e-08,AA,60,100.0,0.0,,10,3.098497628555093e-13
aa_pure,AA_pure,10,61,994.8971789170002,2.3445764867336454e-10,2.2815517314046484e-08,AA,61,100.0,0.0,,10,1.9019211288503458e-13
aa_pure,AA_pure,10,62,1010.6436267500001,7.235569109796864e-11,7.041069175420101e-09,AA,62,100.0,0.0,,10,3.094727909143973e-13
global_eta0,GlobalAndersonSolver,10,0,15.550991833999888,1.0,97.31189169192768,initial,0,0.0,0.0,,0,8.710311982369664e-14
global_eta0,GlobalAndersonSolver,10,1,46.765347541999745,0.571970249625031,55.65950698251586,KM,0,0.0,0.0,,0,7.452324508030532e-14
global_eta0,GlobalAndersonSolver,10,2,64.50620899999967,0.304290909364164,29.611124014883707,AA,1,50.0,0.0,,0,2.1099424262016263e-13
global_eta0,GlobalAndersonSolver,10,3,80.22316387499995,0.12729767697145514,12.38757775408024,AA,2,66.66666666666667,0.0,,1,9.011447333799542e-14
global_eta0,GlobalAndersonSolver,10,4,95.80114337499981,0.08681071763430362,8.44771515212787,AA,3,75.0,0.0,,2,3.2901876274323526e-13
global_eta0,GlobalAndersonSolver,10,5,111.3545026249999,0.07362423069938251,7.164513163719808,AA,4,80.0,0.0,,3,1.23339276628681e-13
global_eta0,GlobalAndersonSolver,10,6,127.32683612499977,0.06394935193238681,6.223032409013392,AA,5,83.33333333333333,0.0,,4,2.186285312651795e-13
global_eta0,GlobalAndersonSolver,10,7,143.181116792,0.05304856461163456,5.1622561738996104,AA,6,85.71428571428571,0.0,,5,1.1910180528985058e-13
global_eta0,GlobalAndersonSolver,10,8,158.67130612499977,0.04726434385642128,4.599382710246095,AA,7,87.5,0.0,,6,2.4501079297545434e-13
global_eta0,GlobalAndersonSolver,10,9,174.20075099999985,0.03103579148217182,3.020151579286356,AA,8,88.88888888888889,0.0,,7,1.3380412547768913e-13
global_eta0,GlobalAndersonSolver,10,10,189.8693234999996,0.03693727067439386,3.594435683262032,AA,9,90.0,0.0,,8,1.9243690378984825e-13
global_eta0,GlobalAndersonSolver,10,11,205.67084129199975,0.0476428578253171,4.636216620591167,AA,10,90.9090909090909,0.0,,9,1.8660718818420533e-13
global_eta0,GlobalAndersonSolver,10,12,221.4194108749998,0.026898260872558293,2.6175206487316087,AA,11,91.66666666666667,0.0,,10,2.0235888148849781e-13
global_eta0,GlobalAndersonSolver,10,13,237.22591858399983,0.020353269628736823,1.9806151696882388,AA,12,92.3076923076923,0.0,,10,1.3462704410263654e-13
global_eta0,GlobalAndersonSolver,10,14,253.02506583399963,0.020436538810795296,1.9887182513139885,AA,13,92.85714285714286,0.0,,10,1.795012190655482e-13
global_eta0,GlobalAndersonSolver,10,15,268.7893799589997,0.010856400238591898,1.0564568441820728,AA,14,93.33333333333333,0.0,,10,1.7495980939224827e-13
global_eta0,GlobalAndersonSolver,10,16,284.40591879199974,0.00522015925878069,0.50798357240508,AA,15,93.75,0.0,,10,2.510465792554337e-13
global_eta0,GlobalAndersonSolver,10,17,300.0162846669996,0.00586269711375334,0.5705101465561421,AA,16,94.11764705882354,0.0,,10,1.621381753630493e-13
global_eta0,GlobalAndersonSolver,10,18,315.9034527089998,0.0025662025280384633,0.24972202246802994,AA,17,94.44444444444444,0.0,,10,2.928448043080186e-13
global_eta0,GlobalAndersonSolver,10,19,331.56621483399977,0.001965291355847519,0.1912462195633155,AA,18,94.73684210526316,0.0,,10,1.1378690197823948e-13
global_eta0,GlobalAndersonSolver,10,20,347.222551417,0.001710447586924672,0.16644689032353274,AA,19,95.0,0.0,,10,2.3280077863792056e-13
global_eta0,GlobalAndersonSolver,10,21,363.198501375,0.0012458815626126517,0.12123909168193198,AA,20,95.23809523809524,0.0,,10,3.486431149802162e-13
global_eta0,GlobalAndersonSolver,10,22,378.85143224999956,0.0009902166782287925,0.09635985814334065,AA,21,95.45454545454545,0.0,,10,5.525788079417885e-13
global_eta0,GlobalAndersonSolver,10,23,394.4042154589997,0.001030978607922466,0.10032647863084537,AA,22,95.65217391304348,0.0,,10,2.822052434429246e-13
global_eta0,GlobalAndersonSolver,10,24,410.0019569589999,0.0007694838217970877,0.07487992632540878,AA,23,95.83333333333333,0.0,,10,3.051579329416482e-13
global_eta0,GlobalAndersonSolver,10,25,426.17644220899956,0.00047359064335401034,0.04608600139237581,AA,24,96.0,0.0,,10,2.53879776248387e-12
global_eta0,GlobalAndersonSolver,10,26,442.19266608399994,0.0002919597493402524,0.028411155506200998,AA,25,96.15384615384616,0.0,,10,1.4215737691291605e-12
global_eta0,GlobalAndersonSolver,10,27,457.76449779199993,0.00017602467769716368,0.01712929437117287,AA,26,96.29629629629629,0.0,,10,5.836629173656893e-13
global_eta0,GlobalAndersonSolver,10,28,473.243016292,0.00011396899465231718,0.011090538463844175,AA,27,96.42857142857143,0.0,,10,4.480419710699685e-13
global_eta0,GlobalAndersonSolver,10,29,489.0309018749999,6.162513898008354e-05,0.00599685884992988,AA,28,96.55172413793103,0.0,,10,1.5196578750143005e-13
global_eta0,GlobalAndersonSolver,10,30,504.8366098339998,3.3457912847954034e-05,0.003255852791298059,AA,29,96.66666666666667,0.0,,10,2.285866736179448e-13
global_eta0,GlobalAndersonSolver,10,31,521.3042277089999,2.092500004187253e-05,0.0020362513377282817,AA,30,96.7741935483871,0.0,,10,2.2671204470667872e-13
global_eta0,GlobalAndersonSolver,10,32,537.0694317499997,1.0503797397140324e-05,0.0010221443946644712,AA,31,96.875,0.0,,10,1.5256498119470356e-13
global_eta0,GlobalAndersonSolver,10,33,552.8464562919999,9.205998558846654e-06,0.000895853134674528,AA,32,96.96969696969697,0.0,,10,1.5245607536921797e-13
global_eta0,GlobalAndersonSolver,10,34,568.6994439589998,4.480830183364544e-06,0.00043603806149349094,AA,33,97.05882352941177,0.0,,10,1.5455469014108797e-13
global_eta0,GlobalAndersonSolver,10,35,584.4486372499996,3.1414953719719984e-06,0.0003057048573880312,AA,34,97.14285714285714,0.0,,10,1.9240182973054592e-13
